datetime,open,high,low,close,volume,ret,ma_40,ma_100,signal,position,turnover,cost,strategy_ret,equity,buy_hold
2020-08-12 06:00:00+00:00,3.2192,3.2641,3.1323,3.2538,69963.6,0.0074931880108992654,,,0,0.0,0.0,0.0,0.0,1.0,1.1082282334814726
2020-08-12 07:00:00+00:00,3.2538,3.3661,3.2121,3.3661,60332.39,0.034513491917143035,,,0,0.0,0.0,0.0,0.0,1.0,1.1427417253986156
2020-08-12 08:00:00+00:00,3.3577,3.52,3.35,3.4503,244976.89,0.025014111286058016,,,0,0.0,0.0,0.0,0.0,1.0,1.1677558366846736
2020-08-12 09:00:00+00:00,3.4503,3.7,3.4001,3.6669,173413.69,0.06277714981305982,,,0,0.0,0.0,0.0,0.0,1.0,1.2305329864977335
2020-08-12 10:00:00+00:00,3.668,3.9176,3.5015,3.9049,227903.53,0.06490496059341688,,,0,0.0,0.0,0.0,0.0,1.0,1.2954379470911503
2020-08-12 11:00:00+00:00,3.9049,3.9289,3.6491,3.6842,148902.61,-0.05651873287408127,,,0,0.0,0.0,0.0,-0.0,1.0,1.238919214217069
2020-08-12 12:00:00+00:00,3.6733,3.7756,3.653,3.6755,73631.8,-0.0023614353183866177,,,0,0.0,0.0,0.0,-0.0,1.0,1.2365577788986823
2020-08-12 13:00:00+00:00,3.676,3.8554,3.6434,3.745,78069.33,0.018908991973881184,,,0,0.0,0.0,0.0,0.0,1.0,1.2554667708725638
2020-08-12 14:00:00+00:00,3.7573,3.9,3.746,3.81,73978.36,0.01735647530040052,,,0,0.0,0.0,0.0,0.0,1.0,1.272823246172964
2020-08-12 15:00:00+00:00,3.8272,3.85,3.7,3.7678,41862.48,-0.01107611548556442,,,0,0.0,0.0,0.0,-0.0,1.0,1.2617471306873997
2020-08-12 16:00:00+00:00,3.7704,3.7889,3.65,3.7569,70134.33,-0.0028929348691544288,,,0,0.0,0.0,0.0,-0.0,1.0,1.2588541958182453
2020-08-12 17:00:00+00:00,3.7453,3.7678,3.6505,3.7446,43982.51,-0.0032739758843727262,,,0,0.0,0.0,0.0,-0.0,1.0,1.2555802199338726
2020-08-12 18:00:00+00:00,3.7195,3.8423,3.6762,3.7018,29376.77,-0.011429792234150526,,,0,0.0,0.0,0.0,-0.0,1.0,1.2441504276997222
2020-08-12 19:00:00+00:00,3.7098,3.7441,3.6,3.6788,30017.89,-0.006213193581500964,,,0,0.0,0.0,0.0,-0.0,1.0,1.237937234118221
2020-08-12 20:00:00+00:00,3.6788,3.794,3.6652,3.7142,18641.09,0.009622703055344184,,,0,0.0,0.0,0.0,0.0,1.0,1.2475599371735653
2020-08-12 21:00:00+00:00,3.7142,3.74,3.7,3.7207,22553.22,0.001750040385547269,3.35385,,0,0.0,0.0,0.0,0.0,1.0,1.2493099775591125
2020-08-12 22:00:00+00:00,3.7208,3.8225,3.6729,3.693,26479.52,-0.007444835649205728,3.3723875,,0,0.0,0.0,0.0,-0.0,1.0,1.2418651419099067
